doi,type,date
10.1007/978-3-642-14274-1_5,proceedings-article,2010
10.1007/978-3-642-01680-6_11,proceedings-article,2009
10.4204/eptcs.40.10,proceedings-article,2010-10-30
10.1109/mass.2014.97,proceedings-article,2014-10
10.1109/itng.2008.173,proceedings-article,2008-04
10.1109/csmr.1999.756683,proceedings-article,1999
10.1007/978-3-540-71209-1,book,2007
10.1117/12.670302,proceedings-article,2006-06-14
10.1007/3-540-61697-7_25,proceedings-article,1996
10.3389/fnbeh.2017.00120,journal-article,2017-07-04
10.1016/j.adhoc.2014.07.013,journal-article,2015-11
10.1007/978-3-642-39226-9_29,proceedings-article,2013
10.1007/978-3-540-24693-0_71,proceedings-article,2004
10.1007/978-3-662-50539-7_5,proceedings-article,2016
10.4204/eptcs.108.3,proceedings-article,2013-02-20
10.1007/3-540-45411-x_30,proceedings-article,2001
10.1007/978-3-319-99819-0_4,proceedings-article,2018
10.1109/mce.2016.2590100,journal-article,2016-10
10.1007/978-3-319-57186-7_35,proceedings-article,2017
10.1016/b978-0-12-800887-4.00003-1,book-chapter,2015
10.4204/eptcs.129.4,proceedings-article,2013-09-19
10.1007/978-3-642-41036-9_9,proceedings-article,2013
10.1145/1577129.1577133,journal-article,2009-07-23
10.1007/978-3-642-31534-3_90,proceedings-article,2012
10.1007/978-3-662-44753-6_23,proceedings-article,2014
10.1093/bioinformatics/btw192,journal-article,2016-04-10
10.1007/978-3-319-11382-1_20,proceedings-article,2014
10.1109/isc2.2016.7580765,proceedings-article,2016-09
10.1016/s1571-0653(04)00479-2,journal-article,2003-03
10.1007/978-3-540-69489-2_1,proceedings-article,2006
10.1007/978-0-387-85437-3_35,book-chapter,2009
10.1007/978-3-642-02504-4_19,proceedings-article,2009
10.1142/s0129626405002064,journal-article,2005-03
10.1145/2578726.2578779,proceedings-article,2014
10.1007/978-3-642-20401-2_25,book-chapter,2011
10.1007/s12064-011-0133-0,journal-article,2011-09-24
10.1007/978-3-642-34044-4_4,proceedings-article,2012
10.1007/978-3-540-71703-4_83,proceedings-article,2007
10.1007/3-540-45681-3_2,proceedings-article,2002
10.1016/j.jcss.2014.12.022,journal-article,2015-12
10.1117/12.2041250,proceedings-article,2014-03-07
10.1109/icedeg.2017.7962512,proceedings-article,2017-04
10.1007/978-3-540-73597-7_21,proceedings-article,2007
10.2312/gch.20141312,proceedings-article,2014
10.1109/icpr.2006.220,proceedings-article,2006
10.1109/bwcca.2013.60,proceedings-article,2013
10.1007/978-1-4939-2864-4_638,book-chapter,2016
10.1016/j.scico.2015.09.002,journal-article,2015-11
10.1007/978-3-642-00427-8_9,proceedings-article,2009
10.1364/josaa.31.002663,journal-article,2014-11-12
10.1016/j.ijar.2017.10.021,journal-article,2018-02
10.1016/j.patrec.2007.10.005,journal-article,2008-02
10.1145/2480362.2480538,proceedings-article,2013
10.1504/ijcat.2018.10014725,journal-article,2018
10.1016/j.ins.2013.09.019,journal-article,2014-01
10.1007/978-3-642-21898-9,proceedings,2011
10.2312/sre.20181176,proceedings-article,2018
10.3233/978-1-61499-935-5-91,proceedings-article,2018
10.1007/s10710-013-9184-y,journal-article,2013-03-30
10.1109/adl.2000.848366,proceedings-article,2000
10.1109/tc.2017.2777826,journal-article,2018-05-01
10.1109/avss.2008.22,proceedings-article,2008-09
10.1109/percomw.2006.137,proceedings-article,2006
10.1007/s10707-006-0016-6,journal-article,2007-03-27
10.1109/mcc.2018.043221012,journal-article,2018-07
10.1007/978-3-662-43779-7_8,proceedings-article,2014
10.1007/3-540-45061-0_8,proceedings-article,2003
10.1007/978-3-030-03596-9,proceedings,2018
10.1007/978-3-642-37189-9_3,proceedings-article,2013
10.1007/978-3-642-14980-1_11,proceedings-article,2010
10.1007/s10601-014-9167-5,journal-article,2014-07-04
10.1007/978-3-642-35887-6_12,proceedings-article,2013
10.1023/a:1008647417502,journal-article,1999
10.1109/icdcsw.2006.87,proceedings-article,2006
10.1109/tifs.2013.2259818,journal-article,2013
10.1016/j.pmcj.2009.12.001,journal-article,2010-02
10.1007/11893004_44,proceedings-article,2006
10.1016/j.ijcip.2012.01.003,journal-article,2012-03
10.1145/2554850.2555114,proceedings-article,2014
10.1016/j.compbiolchem.2012.10.007,journal-article,2013-02
10.1007/978-3-319-31559-1_4,proceedings-article,2016
10.1142/s0219720012420012,journal-article,2012-06
10.1109/dest.2007.371965,proceedings-article,2007-02
10.1109/icc.2004.1312455,proceedings-article,2004
10.1145/2702123.2702527,proceedings-article,2015
10.1057/palgrave.ivs.9500186,journal-article,2008-09
10.1109/roman.2006.314475,proceedings-article,2006-09
10.1016/j.tcs.2005.06.035,journal-article,2005-11
10.1007/978-3-030-01446-9_5,proceedings-article,2018
10.1007/978-3-540-92295-7_7,proceedings-article,2008
10.1007/978-3-319-62395-5_8,proceedings-article,2017
10.1145/2578726.2578781,proceedings-article,2014
10.1007/11590361_11,proceedings-article,2005
10.1016/j.procs.2017.05.219,proceedings-article,2017
10.1109/icmb-gmr.2010.3,proceedings-article,2010
10.1007/11599371_16,proceedings-article,2005
10.1103/physrevlett.103.213603,journal-article,2009-11-18
10.1109/icadiwt.2008.4664329,proceedings-article,2008-08
10.24963/ijcai.2018/184,proceedings-article,2018-07
10.1109/jbhi.2013.2282827,journal-article,2014-05
10.1007/11558958_125,proceedings-article,2006
10.1109/icsa.2018.00017,proceedings-article,2018-04
10.1007/978-3-030-00668-6_3,proceedings-article,2018
10.1109/oceans-yeosu.2012.6263538,proceedings-article,2012-05
10.1007/978-3-319-43425-4_5,proceedings-article,2016
10.1109/tcbb.2011.51,journal-article,2012-01
10.4018/978-1-60566-384-5.ch019,book-chapter,not-defined
10.1186/1471-2164-15-s3-s4,journal-article,2014
10.1109/mmcs.1999.778291,proceedings-article,1999
10.1007/11526346_39,proceedings-article,2005
10.1007/978-3-319-90415-3_9,book-chapter,2018
10.1007/978-3-642-11319-2_8,proceedings-article,2010
10.1109/empire.2011.6046257,proceedings-article,2011-08
10.1007/978-3-540-76414-4_52,proceedings-article,2007
10.1109/cit.2010.69,proceedings-article,2010-06
10.1109/twc.2014.2345372,journal-article,2014-11
10.1186/1471-2407-13-387,journal-article,2013-08-15
10.1016/s0169-7552(98)00085-3,journal-article,1998-04
10.1186/1471-2105-8-58,journal-article,2007-02-21
10.1007/s10115-013-0646-6,journal-article,2013-04-19
10.1504/ijkesdp.2009.028988,journal-article,2009
10.1080/07370024.2017.1285704,journal-article,2017-01-27
10.1145/335603.335736,proceedings-article,2000
10.1007/978-1-4899-7637-6_20,book-chapter,2015
10.1007/s00354-018-0046-2,journal-article,2018-09-29
10.1145/326147.326148,journal-article,1999-09-01
10.3389/fnbot.2017.00024,journal-article,2017-05-23
10.1006/jpdc.1998.1426,journal-article,1998-02
10.1016/j.ins.2018.08.002,journal-article,2018-10
10.1007/978-3-319-66402-6_10,proceedings-article,2017
10.1007/s10703-016-0266-3,journal-article,2017-01-09
10.1145/2699255,journal-article,2015-02-17
10.1007/978-3-030-11226-4_8,proceedings-article,2019
10.1016/j.bica.2015.09.009,journal-article,2016-01
10.1109/pdp.2014.80,proceedings-article,2014-02
10.1109/cvpr.2008.4587390,proceedings-article,2008-06
10.1561/2200000036,journal-article,2012
10.1017/s1471068414000271,journal-article,2014-07
10.1007/978-3-540-71661-7_2,proceedings-article,2005
10.1007/978-3-7908-2404-9_24,book-chapter,2010
10.1007/s00371-008-0278-0,journal-article,2008-08-19
10.1007/s11517-015-1249-z,journal-article,2015-02-18
10.1109/isda.2011.6121802,proceedings-article,2011-11
10.1007/978-3-642-15512-3_28,proceedings-article,2010
10.1142/s1793351x18500046,journal-article,2018-12
10.1007/978-3-642-11528-8,proceedings,2010
10.1109/empdp.1995.389132,proceedings-article,1995
10.1109/wcre.2008.51,proceedings-article,2008-10
10.1007/s00446-003-0094-8,journal-article,2003-12-01
10.1109/coginfocom.2014.7020425,proceedings-article,2014-11
10.1109/nabic.2011.6089450,proceedings-article,2011-10
10.1109/cisis.2012.208,proceedings-article,2012-07
10.1007/s00224-005-1265-8,journal-article,2005-11-16
10.1109/hpcs.2017.21,proceedings-article,2017-07
10.1109/netgames.2009.5446228,proceedings-article,2009
10.1007/s10439-009-9757-3,journal-article,2009-07-14
10.1007/978-3-540-70981-7_42,proceedings-article,2007
10.1007/978-3-540-78987-1_6,book-chapter,2008
10.1007/978-3-7908-1834-5_42,proceedings-article,2001
10.1007/978-3-642-15775-2_26,proceedings-article,2010
10.1007/978-3-319-10160-6_6,proceedings-article,2014
10.1007/978-3-642-30244-2,proceedings,2012
10.1109/icc.2006.255171,proceedings-article,2006
10.1145/1410140.1410163,proceedings-article,2008
10.1002/stvr.1527,journal-article,2014-04-21
10.1007/978-3-642-21887-3_2,proceedings-article,2011
10.1016/j.dss.2015.06.001,journal-article,2015-09
10.1142/9789812793478_0041,proceedings-article,2008-12
10.1109/bibm.2016.7822737,proceedings-article,2016-12
10.1109/p2p.2009.5284525,proceedings-article,2009-09
10.24963/ijcai.2017/161,proceedings-article,2017-08
10.1007/bfb0056343,proceedings-article,1998
10.1371/journal.pone.0023176,journal-article,2011-08-16
10.1109/irc.2018.00077,proceedings-article,2018-01
10.1109/ic2ew.2016.16,proceedings-article,2016-04
10.1109/noms.2014.6838300,proceedings-article,2014-05
10.1007/s10994-012-5321-8,journal-article,2012-10-24
10.1016/j.ymssp.2016.12.002,journal-article,2017-06
10.3233/978-1-61499-852-5-321,proceedings-article,2018
10.1093/bib/bbw058,journal-article,2016-07-08
10.1007/978-3-319-56300-8,proceedings,2017
10.1093/bioinformatics/btu773,journal-article,2014-11-19
10.1145/1774088.1774576,proceedings-article,2010
10.1109/ic2e.2017.17,proceedings-article,2017-04
10.1109/ipdps.2006.1639394,proceedings-article,2006
10.1006/csla.1997.0038,journal-article,1998-01
10.1007/978-3-030-05716-9_10,proceedings-article,2018-12-11
10.1007/3-540-61697-7_20,proceedings-article,1996
10.23919/date.2017.7927088,proceedings-article,2017-03
10.1007/s10844-017-0450-y,journal-article,2017-03-18
10.1145/1040830.1040879,proceedings-article,2005
10.1080/01495730108935268,journal-article,2001-01
10.1145/3017431,journal-article,2017-03-23
10.1007/978-3-319-19830-9_6,book-chapter,2015
10.1007/s13174-011-0029-8,journal-article,2011-08-23
10.1145/2159531.2159536,journal-article,2012-04-01
10.1145/3184558.3191596,proceedings-article,2018
10.5334/ijic.2585,journal-article,2016-11-09
10.1007/978-3-319-99819-0_10,proceedings-article,2018
10.1007/978-3-540-39962-9_10,proceedings-article,2003
10.1145/2043635.2043641,journal-article,2011-12-01
10.1007/3-540-63507-6_204,proceedings-article,1997
10.1016/j.swevo.2017.09.001,journal-article,2018-04
10.1109/infcomw.2016.7562091,proceedings-article,2016-04
10.1186/1471-2105-14-s3-s1,journal-article,2013
10.1109/mcse.2009.11,journal-article,2009-01
10.1007/978-3-642-35686-5_11,proceedings-article,2012
10.1016/j.ergon.2015.07.002,journal-article,2016-03
10.1109/percomw.2010.5470506,proceedings-article,2010-03
10.1016/j.cviu.2016.09.010,journal-article,2017-04
10.1109/csmr.2009.24,proceedings-article,2009
10.1016/j.future.2017.08.016,journal-article,2018-10
10.1007/978-3-642-17650-0_23,proceedings-article,2010
10.1002/spe.430,journal-article,2002
10.1109/mmsp.2013.6659305,proceedings-article,2013-09
10.1007/978-3-540-71661-7_9,proceedings-article,2005
10.1109/pdp.2015.104,proceedings-article,2015-03
10.1109/cybersecpods.2016.7502352,proceedings-article,2016-06
10.1145/2994603,journal-article,2017-04-28
10.1007/978-3-319-19069-3_18,proceedings-article,2015
10.1002/spe.2169,journal-article,2013-01-21
10.1007/978-3-540-85717-4_5,proceedings-article,2008
10.1109/tkde.2016.2602206,journal-article,2016-12-01
10.1145/3052973.3055162,proceedings-article,2017
10.1017/9781316676202.024,book-chapter,2017
10.1137/120879828,journal-article,2013-01
10.1145/2342896.2342992,proceedings-article,2012
10.1145/3136755.3143015,proceedings-article,2017
10.1007/11578079_84,proceedings-article,2005
10.1109/icassp.2010.5496294,proceedings-article,2010
10.1145/2330784.2331010,proceedings-article,2012
10.4018/978-1-61350-053-8.ch005,book-chapter,2011
10.1007/3-540-45603-1_32,proceedings-article,2002
10.1109/wifs.2015.7368607,proceedings-article,2015-11
10.1021/pr060670p,journal-article,2007-07
10.1109/oceanse.2007.4302470,proceedings-article,2007-06
10.1145/1864708.1864745,proceedings-article,2010
10.1007/978-3-642-55128-4,proceedings,2014
10.1109/tit.2006.885514,journal-article,2006-12
10.1109/wd.2012.6402818,proceedings-article,2012-11
10.1007/978-3-319-70169-1_28,proceedings-article,2017
10.1007/11758525_105,proceedings-article,2006
10.1145/1530873.1530880,journal-article,2009-03-25
10.1016/j.peva.2006.05.007,journal-article,2006-11
10.1109/es2de.2017.8015343,proceedings-article,2017-07
10.1007/978-3-540-85287-2_36,proceedings-article,2008
10.1115/detc2013-12317,proceedings-article,2013-08-04
10.1109/iciapw.2007.21,proceedings-article,2007-09
10.1016/j.camwa.2015.06.028,journal-article,2015-12
10.1145/1282427.1282386,journal-article,2007-10-01
10.1109/tsp.2008.928090,journal-article,2008-10
10.1007/978-3-642-36608-6,book,2013
10.1109/tnsm.2018.2828939,journal-article,2018-09
10.1007/978-3-319-61949-1_27,proceedings-article,2017
10.1145/2782759.2782761,journal-article,2015-05-20
10.4108/icst.simutools2009.5702,proceedings-article,2009
10.1109/cbms.2011.5999138,proceedings-article,2011-06
10.1007/978-3-642-16074-5_3,proceedings-article,2010
10.2312/localchapterevents/italchap/italianchapconf2007/155-160,proceedings-article,2007
10.1007/978-3-319-68560-1_57,proceedings-article,2017
10.1109/wf-iot.2018.8355230,proceedings-article,2018-02
10.1142/s0218001408006533,journal-article,2008-08
10.1109/netsys.2015.7089084,proceedings-article,2015-03
10.1007/978-3-319-39429-9_11,proceedings-article,2016
10.1007/b11962,book,2003
10.1007/s10270-016-0516-2,journal-article,2016-02-13
10.1109/tie.2014.2334675,journal-article,2015-01
10.1007/978-3-319-95582-7_24,proceedings-article,2018
10.1109/wowmom.2011.5986137,proceedings-article,2011-06
10.1007/978-3-642-29966-7_21,proceedings-article,2013
10.1109/saintw.2005.1620001,proceedings-article,2005
10.1145/1282280.1282325,proceedings-article,2007
10.1109/igarss.2018.8519202,proceedings-article,2018-07
10.5220/0004857800910098,proceedings-article,2014
10.1007/11431855_33,proceedings-article,2005
10.1007/978-3-540-27836-8_22,proceedings-article,2004
10.1063/1.3637840,proceedings-article,2011
10.1109/tip.2010.2062194,journal-article,2011-02
10.1177/0037549709345997,journal-article,2009-09-03
10.1007/978-3-642-34014-7_8,proceedings-article,2012
10.1145/3099023.3099095,proceedings-article,2017
10.1109/embc.2015.7320282,proceedings-article,2015-08
10.1007/978-4-431-55879-8_1,proceedings-article,2016
10.1109/tmc.2011.100,journal-article,2012-04
10.1109/rtss.2018.00013,proceedings-article,2018-12
10.1016/j.jss.2007.02.015,journal-article,2007-11
10.1109/hase.2015.31,proceedings-article,2015-01
10.1145/2800835.2800959,proceedings-article,2015
10.1109/sbac-pad.2007.27,proceedings-article,2007-10
10.1093/bioinformatics/btl055,journal-article,2006-02-15
10.2424/astsn.m.2011.29,journal-article,2011
10.1007/978-3-642-03320-9_14,proceedings-article,2009
10.1128/aem.68.12.5999-6004.2002,journal-article,2002-12-01
10.1007/978-3-319-08964-5_3,book-chapter,2015
10.1145/2909132.2909287,proceedings-article,2016
10.1021/pr900204r,journal-article,2009-09-04
10.1007/978-3-642-45046-4_6,proceedings-article,2013
10.1109/tvcg.2018.2865028,journal-article,2019-01
10.1016/j.infsof.2018.01.012,journal-article,2018-05
10.1007/978-3-319-68560-1_62,proceedings-article,2017
10.1145/1401890.1402021,proceedings-article,2008
10.1016/j.tcs.2005.03.044,journal-article,2005-06
10.1109/tkde.2004.65,journal-article,2004-11
10.1007/978-3-642-40588-4,proceedings,2013
10.1007/s00236-017-0296-3,journal-article,2017-03-28
10.1007/978-1-4471-6735-8_15,book-chapter,2015
10.1007/978-3-642-38326-7_16,proceedings-article,2013
10.1109/ncca.2011.11,proceedings-article,2011-11
10.15439/2016f549,proceedings-article,2016-10-02
10.1145/1287748.1287760,proceedings-article,2007
10.1007/978-3-319-25903-1_42,proceedings-article,2015
10.1109/vl.1998.706176,proceedings-article,1998
10.1109/tro.2009.2020346,journal-article,2009-06
10.1145/1007352.1007375,proceedings-article,2004
10.1016/j.jss.2007.12.792,journal-article,2008-10
10.1109/euc.2014.39,proceedings-article,2014-08
10.1016/j.cviu.2015.02.007,journal-article,2015-05
10.1007/978-3-319-08867-9_28,proceedings-article,2014
10.1007/978-3-540-69355-0_9,proceedings-article,2008
10.1007/978-3-642-41181-6_49,proceedings-article,2013
10.1109/waina.2017.134,proceedings-article,2017
10.1007/978-3-319-56077-9_31,proceedings-article,2017
10.1007/978-3-540-85567-5_90,proceedings-article,2008
10.1109/etfa.2006.355230,proceedings-article,2006-09
10.1002/cpe.947,journal-article,2006
10.1109/anss-41.2008.5,proceedings-article,2008-04
10.1016/j.robot.2017.08.004,journal-article,2017-11
10.1007/978-3-319-10365-5,book,2014
10.1145/1031763.1031765,proceedings-article,2004
10.1109/smartcomp.2018.00055,proceedings-article,2018-06
10.5220/0006269703350341,proceedings-article,2017
10.1007/978-3-642-29578-2_3,proceedings-article,2013
10.2312/3dor.20171058,proceedings-article,2017
10.1109/tap.2010.2044325,journal-article,2010-05
10.1109/glocomw.2015.7414209,proceedings-article,2015-12
